Data da Venda,Código Produto,Nome Produto,Garantia Extendida,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
2023-08-21,20,Monitor,Sim,Monitores,7,912.0,6384.0,Belo Horizonte,Brasil,João
2023-10-12,50,Mesa,Não,Móveis,1,531.0,531.0,Barcelona,Espanha,María
2024-02-15,96,Placa de Vídeo,Não,Periféricos,1,2244.0,2244.0,São Paulo,Brasil,Ana
2023-05-05,35,Computador,Sim,Computadores,4,2484.0,9936.0,Lisboa,Portugal,Sofia
2023-04-02,30,Notebook,Não,Computadores,2,3710.0,7420.0,Los Angeles,Estados Unidos,John
2023-06-09,50,Mesa,Não,Móveis,2,495.0,990.0,Coimbra,Portugal,André
2023-10-14,50,Mesa,Sim,Móveis,4,531.0,2124.0,Chicago,Estados Unidos,John
2024-01-03,70,Licença Windows,Sim,Software,7,900.0,6300.0,Porto,Portugal,Miguel
2024-01-23,50,Mesa,Sim,Móveis,4,450.0,1800.0,Madrid,Espanha,María
2023-06-30,50,Mesa,Não,Móveis,2,495.0,990.0,Madrid,Espanha,Carlos
2023-03-20,60,Cadeira,Não,Móveis,5,312.0,1560.0,Chicago,Estados Unidos,John
2023-07-24,23,Cabo HDMI,Sim,Periféricos,9,44.8,403.2,Belo Horizonte,Brasil,Carlos
2024-01-14,90,HD SSD,Não,Armazenamento,10,600.0,6000.0,Lisboa,Portugal,André
2023-10-30,23,Cabo HDMI,Não,Periféricos,1,47.2,47.2,New York,Estados Unidos,Bob
2023-05-29,96,Placa de Vídeo,Sim,Periféricos,10,2376.0,23760.0,São Paulo,Brasil,Ana
2023-11-04,20,Monitor,Não,Monitores,3,960.0,2880.0,Belo Horizonte,Brasil,Ana
2023-05-29,70,Licença Windows,Sim,Software,7,972.0,6804.0,Coimbra,Portugal,André
2023-03-26,70,Licença Windows,Sim,Software,5,936.0,4680.0,Valencia,Espanha,Carlos
2023-06-08,96,Placa de Vídeo,Sim,Periféricos,4,2420.0,9680.0,Lisboa,Portugal,André
2023-12-02,90,HD SSD,Sim,Armazenamento,10,732.0,7320.0,São Paulo,Brasil,Ana
2023-12-14,90,HD SSD,Não,Armazenamento,9,732.0,6588.0,New York,Estados Unidos,Alice
2023-12-25,60,Cadeira,Não,Móveis,9,366.0,3294.0,Belo Horizonte,Brasil,João
2023-09-16,80,Licença Office 365,Sim,Software,10,406.0,4060.0,New York,Estados Unidos,John
2023-04-07,35,Computador,Não,Computadores,8,2438.0,19504.0,Barcelona,Espanha,Carlos
2023-11-07,11,Teclado,Não,Periféricos,3,180.0,540.0,Los Angeles,Estados Unidos,John
2023-04-03,60,Cadeira,Não,Móveis,8,318.0,2544.0,São Paulo,Brasil,Ana
2023-04-06,90,HD SSD,Não,Armazenamento,1,636.0,636.0,Coimbra,Portugal,Sofia
2023-04-08,96,Placa de Vídeo,Sim,Periféricos,9,2332.0,20988.0,Porto,Portugal,Miguel
2023-04-14,10,Mouse,Não,Periféricos,3,106.0,318.0,Lisboa,Portugal,André
2023-04-29,11,Teclado,Não,Periféricos,9,159.0,1431.0,Los Angeles,Estados Unidos,John
2024-01-30,60,Cadeira,Não,Móveis,9,300.0,2700.0,Lisboa,Portugal,Sofia
2023-11-04,95,Memória,Não,Armazenamento,8,384.0,3072.0,Coimbra,Portugal,André
2023-05-12,80,Licença Office 365,Não,Software,7,378.0,2646.0,Valencia,Espanha,María
2024-01-22,10,Mouse,Não,Periféricos,2,100.0,200.0,Madrid,Espanha,María
2023-08-22,10,Mouse,Sim,Periféricos,4,114.0,456.0,Coimbra,Portugal,Sofia
2023-08-01,50,Mesa,Não,Móveis,2,513.0,1026.0,São Paulo,Brasil,João
2023-06-29,96,Placa de Vídeo,Sim,Periféricos,2,2420.0,4840.0,Los Angeles,Estados Unidos,Alice
2024-01-18,70,Licença Windows,Não,Software,2,900.0,1800.0,New York,Estados Unidos,Bob
2024-02-27,30,Notebook,Não,Computadores,5,3570.0,17850.0,Belo Horizonte,Brasil,João
2023-08-10,90,HD SSD,Não,Armazenamento,4,684.0,2736.0,Porto,Portugal,Sofia
2023-10-30,35,Computador,Não,Computadores,1,2714.0,2714.0,Chicago,Estados Unidos,Alice
2023-12-28,30,Notebook,Não,Computadores,6,4270.0,25620.0,Barcelona,Espanha,María
2023-04-03,96,Placa de Vídeo,Sim,Periféricos,6,2332.0,13992.0,Madrid,Espanha,David
2023-11-08,90,HD SSD,Sim,Armazenamento,3,720.0,2160.0,Barcelona,Espanha,María
2023-05-30,95,Memória,Sim,Armazenamento,5,345.6,1728.0,Rio de Janeiro,Brasil,Ana
2023-07-24,90,HD SSD,Não,Armazenamento,4,672.0,2688.0,Chicago,Estados Unidos,Bob
2023-05-18,30,Notebook,Sim,Computadores,5,3780.0,18900.0,Porto,Portugal,Miguel
2024-03-06,96,Placa de Vídeo,Sim,Periféricos,8,2288.0,18304.0,Barcelona,Espanha,David
2023-12-03,96,Placa de Vídeo,Sim,Periféricos,6,2684.0,16104.0,São Paulo,Brasil,Carlos
2023-04-15,20,Monitor,Sim,Monitores,10,848.0,8480.0,Madrid,Espanha,David
2024-01-19,35,Computador,Sim,Computadores,5,2300.0,11500.0,Los Angeles,Estados Unidos,John
2023-10-08,20,Monitor,Não,Monitores,1,944.0,944.0,Rio de Janeiro,Brasil,João
2023-11-27,70,Licença Windows,Não,Software,3,1080.0,3240.0,New York,Estados Unidos,Bob
2023-05-16,70,Licença Windows,Sim,Software,1,972.0,972.0,Coimbra,Portugal,André
2024-02-18,50,Mesa,Não,Móveis,1,459.0,459.0,Porto,Portugal,Miguel
2023-08-13,11,Teclado,Não,Periféricos,1,171.0,171.0,Los Angeles,Estados Unidos,John
2024-02-10,11,Teclado,Não,Periféricos,2,153.0,306.0,Barcelona,Espanha,María
2023-05-20,11,Teclado,Sim,Periféricos,4,162.0,648.0,Porto,Portugal,Sofia
2023-04-24,23,Cabo HDMI,Sim,Periféricos,6,42.4,254.4,Belo Horizonte,Brasil,Carlos
2023-11-12,35,Computador,Não,Computadores,9,2760.0,24840.0,New York,Estados Unidos,John
2023-05-11,20,Monitor,Não,Monitores,10,864.0,8640.0,Coimbra,Portugal,André
2023-12-13,60,Cadeira,Não,Móveis,8,366.0,2928.0,Madrid,Espanha,María
2024-01-20,70,Licença Windows,Não,Software,8,900.0,7200.0,Valencia,Espanha,María
2024-01-07,96,Placa de Vídeo,Sim,Periféricos,2,2200.0,4400.0,Belo Horizonte,Brasil,Ana
2024-01-18,11,Teclado,Sim,Periféricos,9,150.0,1350.0,Chicago,Estados Unidos,Bob
2023-03-20,80,Licença Office 365,Não,Software,9,364.0,3276.0,São Paulo,Brasil,João
2023-12-18,90,HD SSD,Sim,Armazenamento,7,732.0,5124.0,Chicago,Estados Unidos,Bob
2023-12-09,30,Notebook,Não,Computadores,5,4270.0,21350.0,Porto,Portugal,Sofia
2023-10-11,35,Computador,Não,Computadores,5,2714.0,13570.0,Madrid,Espanha,Carlos
2023-09-06,30,Notebook,Não,Computadores,7,4060.0,28420.0,Valencia,Espanha,María
2024-01-23,50,Mesa,Não,Móveis,8,450.0,3600.0,Coimbra,Portugal,Miguel
2023-11-24,11,Teclado,Sim,Periféricos,9,180.0,1620.0,Coimbra,Portugal,Miguel
2024-02-17,50,Mesa,Sim,Móveis,4,459.0,1836.0,Chicago,Estados Unidos,Bob
2023-09-13,70,Licença Windows,Não,Software,3,1044.0,3132.0,Madrid,Espanha,Carlos
2023-10-23,50,Mesa,Não,Móveis,4,531.0,2124.0,Los Angeles,Estados Unidos,Alice
2023-12-09,96,Placa de Vídeo,Não,Periféricos,1,2684.0,2684.0,Chicago,Estados Unidos,Bob
2023-11-17,70,Licença Windows,Sim,Software,8,1080.0,8640.0,Coimbra,Portugal,Miguel
2023-04-28,70,Licença Windows,Sim,Software,9,954.0,8586.0,Chicago,Estados Unidos,Alice
2024-03-03,11,Teclado,Sim,Periféricos,5,156.0,780.0,Madrid,Espanha,David
2024-01-02,95,Memória,Não,Armazenamento,9,320.0,2880.0,Chicago,Estados Unidos,Bob
2023-11-21,23,Cabo HDMI,Não,Periféricos,2,48.0,96.0,Chicago,Estados Unidos,Alice
2023-10-30,11,Teclado,Não,Periféricos,9,177.0,1593.0,New York,Estados Unidos,John
2023-07-28,30,Notebook,Não,Computadores,4,3920.0,15680.0,Rio de Janeiro,Brasil,João
2023-12-23,11,Teclado,Sim,Periféricos,4,183.0,732.0,Rio de Janeiro,Brasil,João
2023-12-12,10,Mouse,Não,Periféricos,1,122.0,122.0,Coimbra,Portugal,Sofia
2024-03-13,30,Notebook,Não,Computadores,8,3640.0,29120.0,Belo Horizonte,Brasil,João
2023-10-25,30,Notebook,Não,Computadores,4,4130.0,16520.0,Barcelona,Espanha,Carlos
2023-08-12,35,Computador,Sim,Computadores,5,2622.0,13110.0,São Paulo,Brasil,João
2023-12-26,10,Mouse,Não,Periféricos,2,122.0,244.0,Coimbra,Portugal,Miguel
2023-10-02,11,Teclado,Sim,Periféricos,8,177.0,1416.0,São Paulo,Brasil,João
2023-08-18,35,Computador,Não,Computadores,7,2622.0,18354.0,Los Angeles,Estados Unidos,Alice
2023-09-26,10,Mouse,Sim,Periféricos,3,116.0,348.0,Valencia,Espanha,Carlos
2023-11-23,35,Computador,Não,Computadores,9,2760.0,24840.0,Barcelona,Espanha,David
2024-03-15,96,Placa de Vídeo,Não,Periféricos,10,2288.0,22880.0,São Paulo,Brasil,Ana
2023-12-26,11,Teclado,Não,Periféricos,6,183.0,1098.0,New York,Estados Unidos,Bob
2023-06-24,11,Teclado,Sim,Periféricos,6,165.0,990.0,Belo Horizonte,Brasil,João
2024-02-23,35,Computador,Sim,Computadores,3,2346.0,7038.0,Lisboa,Portugal,André
2023-04-09,80,Licença Office 365,Não,Software,3,371.0,1113.0,Valencia,Espanha,Carlos
2023-11-05,95,Memória,Sim,Armazenamento,6,384.0,2304.0,Los Angeles,Estados Unidos,Alice
2023-09-24,70,Licença Windows,Não,Software,9,1044.0,9396.0,Rio de Janeiro,Brasil,Ana
2023-09-30,10,Mouse,Sim,Periféricos,7,116.0,812.0,New York,Estados Unidos,Alice
2023-05-20,80,Licença Office 365,Não,Software,4,378.0,1512.0,São Paulo,Brasil,João
2023-08-17,60,Cadeira,Sim,Móveis,9,342.0,3078.0,Madrid,Espanha,Carlos
2023-06-12,96,Placa de Vídeo,Não,Periféricos,2,2420.0,4840.0,Madrid,Espanha,María
2024-02-26,35,Computador,Sim,Computadores,4,2346.0,9384.0,Coimbra,Portugal,André
2023-09-21,11,Teclado,Não,Periféricos,4,174.0,696.0,Los Angeles,Estados Unidos,Bob
2023-12-08,70,Licença Windows,Não,Software,9,1098.0,9882.0,Barcelona,Espanha,María
2023-07-08,35,Computador,Sim,Computadores,4,2576.0,10304.0,Belo Horizonte,Brasil,Ana
2023-09-27,20,Monitor,Sim,Monitores,4,928.0,3712.0,Los Angeles,Estados Unidos,John
2023-08-30,20,Monitor,Sim,Monitores,2,912.0,1824.0,Belo Horizonte,Brasil,Ana
2024-03-01,35,Computador,Não,Computadores,7,2392.0,16744.0,São Paulo,Brasil,Carlos
2023-05-19,60,Cadeira,Sim,Móveis,2,324.0,648.0,São Paulo,Brasil,Ana
2023-10-02,20,Monitor,Sim,Monitores,7,944.0,6608.0,Porto,Portugal,André
2024-01-12,90,HD SSD,Sim,Armazenamento,3,600.0,1800.0,Barcelona,Espanha,María
2023-07-25,80,Licença Office 365,Sim,Software,2,392.0,784.0,Rio de Janeiro,Brasil,João
2024-02-08,35,Computador,Não,Computadores,8,2346.0,18768.0,Valencia,Espanha,Carlos
2023-07-17,20,Monitor,Sim,Monitores,3,896.0,2688.0,New York,Estados Unidos,Alice
2023-09-16,80,Licença Office 365,Sim,Software,5,406.0,2030.0,Coimbra,Portugal,André
2023-03-20,20,Monitor,Não,Monitores,9,832.0,7488.0,Lisboa,Portugal,André
2024-01-27,90,HD SSD,Não,Armazenamento,6,600.0,3600.0,Barcelona,Espanha,María
2023-11-28,80,Licença Office 365,Não,Software,5,420.0,2100.0,New York,Estados Unidos,Alice
2023-11-03,96,Placa de Vídeo,Sim,Periféricos,3,2640.0,7920.0,Belo Horizonte,Brasil,Carlos
2023-11-10,23,Cabo HDMI,Não,Periféricos,3,48.0,144.0,Porto,Portugal,Sofia
2024-01-17,95,Memória,Não,Armazenamento,3,320.0,960.0,São Paulo,Brasil,Ana
2023-05-27,10,Mouse,Não,Periféricos,5,108.0,540.0,Belo Horizonte,Brasil,João
2023-06-13,30,Notebook,Não,Computadores,9,3850.0,34650.0,Los Angeles,Estados Unidos,John
2024-03-01,20,Monitor,Não,Monitores,4,832.0,3328.0,Lisboa,Portugal,Sofia
2023-11-07,11,Teclado,Não,Periféricos,3,180.0,540.0,Coimbra,Portugal,Miguel
2023-12-19,60,Cadeira,Não,Móveis,4,366.0,1464.0,Rio de Janeiro,Brasil,João
2024-03-02,10,Mouse,Sim,Periféricos,1,104.0,104.0,Porto,Portugal,André
2023-04-21,23,Cabo HDMI,Não,Periféricos,2,42.4,84.8,Rio de Janeiro,Brasil,Carlos
2023-10-07,90,HD SSD,Sim,Armazenamento,6,708.0,4248.0,Chicago,Estados Unidos,Alice
2024-01-12,95,Memória,Sim,Armazenamento,2,320.0,640.0,São Paulo,Brasil,Carlos
2023-04-03,80,Licença Office 365,Não,Software,4,371.0,1484.0,Rio de Janeiro,Brasil,Carlos
2024-03-18,90,HD SSD,Sim,Armazenamento,7,624.0,4368.0,Valencia,Espanha,María
2023-09-18,90,HD SSD,Sim,Armazenamento,4,696.0,2784.0,New York,Estados Unidos,Bob
2023-03-30,80,Licença Office 365,Não,Software,10,364.0,3640.0,Chicago,Estados Unidos,John
2023-04-23,30,Notebook,Sim,Computadores,9,3710.0,33390.0,New York,Estados Unidos,Bob
2023-10-14,95,Memória,Não,Armazenamento,9,377.6,3398.4,Madrid,Espanha,Carlos
2024-01-13,30,Notebook,Não,Computadores,2,3500.0,7000.0,Coimbra,Portugal,André
2023-10-16,35,Computador,Sim,Computadores,2,2714.0,5428.0,Coimbra,Portugal,Sofia
2023-04-21,95,Memória,Sim,Armazenamento,9,339.2,3052.8,Coimbra,Portugal,Miguel
2023-07-08,60,Cadeira,Sim,Móveis,9,336.0,3024.0,Coimbra,Portugal,Miguel
2024-02-21,10,Mouse,Sim,Periféricos,1,102.0,102.0,New York,Estados Unidos,Bob
2023-08-17,50,Mesa,Não,Móveis,5,513.0,2565.0,Chicago,Estados Unidos,John
2023-11-25,60,Cadeira,Não,Móveis,10,360.0,3600.0,Belo Horizonte,Brasil,João
2023-08-30,30,Notebook,Não,Computadores,7,3990.0,27930.0,Lisboa,Portugal,Sofia
2024-02-05,90,HD SSD,Não,Armazenamento,8,612.0,4896.0,Chicago,Estados Unidos,Bob
2024-03-15,96,Placa de Vídeo,Sim,Periféricos,9,2288.0,20592.0,São Paulo,Brasil,Carlos
2024-01-03,30,Notebook,Não,Computadores,4,3500.0,14000.0,Belo Horizonte,Brasil,João
2024-01-24,20,Monitor,Não,Monitores,7,800.0,5600.0,Lisboa,Portugal,André
2024-01-08,10,Mouse,Não,Periféricos,10,100.0,1000.0,Porto,Portugal,André
2024-02-20,70,Licença Windows,Não,Software,9,918.0,8262.0,Madrid,Espanha,María
2023-09-13,50,Mesa,Não,Móveis,2,522.0,1044.0,São Paulo,Brasil,Carlos
2023-08-04,90,HD SSD,Não,Armazenamento,4,684.0,2736.0,Valencia,Espanha,Carlos
2023-07-08,35,Computador,Sim,Computadores,9,2576.0,23184.0,Barcelona,Espanha,David
2024-02-28,90,HD SSD,Não,Armazenamento,5,612.0,3060.0,Barcelona,Espanha,Carlos
2023-10-24,80,Licença Office 365,Não,Software,2,413.0,826.0,Coimbra,Portugal,André
2023-11-17,80,Licença Office 365,Sim,Software,5,420.0,2100.0,São Paulo,Brasil,Carlos
2023-04-16,96,Placa de Vídeo,Sim,Periféricos,3,2332.0,6996.0,Valencia,Espanha,David
2023-08-09,90,HD SSD,Sim,Armazenamento,2,684.0,1368.0,Coimbra,Portugal,Miguel
2023-04-12,23,Cabo HDMI,Não,Periféricos,9,42.4,381.6,São Paulo,Brasil,Carlos
2024-02-05,30,Notebook,Sim,Computadores,7,3570.0,24990.0,Chicago,Estados Unidos,Alice
2023-06-20,90,HD SSD,Sim,Armazenamento,3,660.0,1980.0,Madrid,Espanha,David
2024-03-03,95,Memória,Não,Armazenamento,10,332.8,3328.0,Belo Horizonte,Brasil,Ana
2023-12-26,90,HD SSD,Não,Armazenamento,1,732.0,732.0,Los Angeles,Estados Unidos,Bob
2023-06-14,90,HD SSD,Sim,Armazenamento,6,660.0,3960.0,Valencia,Espanha,María
2023-09-16,60,Cadeira,Não,Móveis,2,348.0,696.0,Rio de Janeiro,Brasil,Ana
2023-11-21,90,HD SSD,Sim,Armazenamento,5,720.0,3600.0,Porto,Portugal,Sofia
2024-01-17,30,Notebook,Não,Computadores,8,3500.0,28000.0,Madrid,Espanha,David
2023-08-23,30,Notebook,Sim,Computadores,10,3990.0,39900.0,Rio de Janeiro,Brasil,Carlos
2024-02-01,60,Cadeira,Não,Móveis,6,306.0,1836.0,Belo Horizonte,Brasil,Carlos
2023-05-31,50,Mesa,Não,Móveis,3,486.0,1458.0,Los Angeles,Estados Unidos,Alice
2023-06-21,60,Cadeira,Sim,Móveis,9,330.0,2970.0,Lisboa,Portugal,Sofia
2023-06-14,35,Computador,Sim,Computadores,1,2530.0,2530.0,Coimbra,Portugal,André
2023-06-24,10,Mouse,Não,Periféricos,6,110.0,660.0,Los Angeles,Estados Unidos,John
2023-12-15,90,HD SSD,Sim,Armazenamento,10,732.0,7320.0,Porto,Portugal,Sofia
2023-06-09,35,Computador,Não,Computadores,8,2530.0,20240.0,Los Angeles,Estados Unidos,Bob
2023-08-27,11,Teclado,Sim,Periféricos,4,171.0,684.0,New York,Estados Unidos,Alice
2023-07-22,80,Licença Office 365,Sim,Software,7,392.0,2744.0,Lisboa,Portugal,Miguel
2023-12-02,35,Computador,Não,Computadores,4,2806.0,11224.0,New York,Estados Unidos,Alice
2024-03-13,11,Teclado,Sim,Periféricos,10,156.0,1560.0,Madrid,Espanha,David
2024-02-21,20,Monitor,Não,Monitores,9,816.0,7344.0,Barcelona,Espanha,David
2023-08-04,90,HD SSD,Não,Armazenamento,9,684.0,6156.0,Lisboa,Portugal,Miguel
2024-02-28,70,Licença Windows,Não,Software,6,918.0,5508.0,São Paulo,Brasil,Ana
2023-04-03,95,Memória,Não,Armazenamento,6,339.2,2035.2,Barcelona,Espanha,María
2023-12-17,10,Mouse,Sim,Periféricos,2,122.0,244.0,Los Angeles,Estados Unidos,Alice
2023-08-13,70,Licença Windows,Sim,Software,2,1026.0,2052.0,Los Angeles,Estados Unidos,John
2023-11-01,96,Placa de Vídeo,Sim,Periféricos,10,2640.0,26400.0,Barcelona,Espanha,David
2023-09-06,30,Notebook,Não,Computadores,2,4060.0,8120.0,Coimbra,Portugal,André
2023-09-30,95,Memória,Sim,Armazenamento,8,371.2,2969.6,Los Angeles,Estados Unidos,Alice
2023-10-04,60,Cadeira,Sim,Móveis,6,354.0,2124.0,Madrid,Espanha,María
2023-08-27,70,Licença Windows,Sim,Software,4,1026.0,4104.0,Lisboa,Portugal,André
2023-06-25,23,Cabo HDMI,Não,Periféricos,6,44.0,264.0,Rio de Janeiro,Brasil,Ana
2024-03-05,95,Memória,Não,Armazenamento,7,332.8,2329.6,São Paulo,Brasil,Ana
2023-05-05,70,Licença Windows,Não,Software,4,972.0,3888.0,Coimbra,Portugal,Sofia
2024-02-27,80,Licença Office 365,Não,Software,5,357.0,1785.0,Los Angeles,Estados Unidos,John
2024-03-07,95,Memória,Não,Armazenamento,1,332.8,332.8,Madrid,Espanha,Carlos
2023-05-15,80,Licença Office 365,Não,Software,7,378.0,2646.0,São Paulo,Brasil,João
2023-10-10,80,Licença Office 365,Sim,Software,3,413.0,1239.0,New York,Estados Unidos,Alice
2023-07-06,30,Notebook,Não,Computadores,2,3920.0,7840.0,Porto,Portugal,André
2023-09-13,30,Notebook,Não,Computadores,10,4060.0,40600.0,Porto,Portugal,Miguel
2023-12-02,10,Mouse,Não,Periféricos,10,122.0,1220.0,Chicago,Estados Unidos,Alice
2024-01-29,11,Teclado,Sim,Periféricos,10,150.0,1500.0,Madrid,Espanha,Carlos
2023-06-09,60,Cadeira,Não,Móveis,9,330.0,2970.0,Los Angeles,Estados Unidos,John
2024-02-15,95,Memória,Sim,Armazenamento,1,326.4,326.4,Madrid,Espanha,María
2023-09-26,50,Mesa,Sim,Móveis,9,522.0,4698.0,Los Angeles,Estados Unidos,John
2024-01-16,23,Cabo HDMI,Sim,Periféricos,3,40.0,120.0,Porto,Portugal,André
2023-12-20,80,Licença Office 365,Sim,Software,9,427.0,3843.0,Porto,Portugal,André
2023-10-14,23,Cabo HDMI,Não,Periféricos,2,47.2,94.4,Madrid,Espanha,Carlos
2023-05-20,11,Teclado,Não,Periféricos,6,162.0,972.0,New York,Estados Unidos,John
2023-09-26,95,Memória,Não,Armazenamento,7,371.2,2598.4,Rio de Janeiro,Brasil,João
2023-12-18,70,Licença Windows,Sim,Software,7,1098.0,7686.0,Los Angeles,Estados Unidos,John
2023-03-24,80,Licença Office 365,Sim,Software,2,364.0,728.0,São Paulo,Brasil,Ana
2023-07-10,30,Notebook,Não,Computadores,10,3920.0,39200.0,Barcelona,Espanha,David
2023-04-18,50,Mesa,Sim,Móveis,4,477.0,1908.0,Valencia,Espanha,Carlos
2023-12-13,90,HD SSD,Sim,Armazenamento,9,732.0,6588.0,São Paulo,Brasil,Carlos
2023-12-06,30,Notebook,Sim,Computadores,4,4270.0,17080.0,New York,Estados Unidos,Alice
2024-01-19,30,Notebook,Não,Computadores,3,3500.0,10500.0,São Paulo,Brasil,João
2023-04-01,20,Monitor,Não,Monitores,6,848.0,5088.0,Barcelona,Espanha,David
2024-02-04,90,HD SSD,Sim,Armazenamento,10,612.0,6120.0,Los Angeles,Estados Unidos,Bob
2023-10-11,96,Placa de Vídeo,Não,Periféricos,9,2596.0,23364.0,Los Angeles,Estados Unidos,John
2023-04-29,35,Computador,Sim,Computadores,1,2438.0,2438.0,Rio de Janeiro,Brasil,João
2023-11-02,95,Memória,Não,Armazenamento,9,384.0,3456.0,Rio de Janeiro,Brasil,Carlos
2023-03-24,90,HD SSD,Sim,Armazenamento,3,624.0,1872.0,Belo Horizonte,Brasil,João
2023-09-09,90,HD SSD,Sim,Armazenamento,3,696.0,2088.0,Lisboa,Portugal,André
2023-12-17,90,HD SSD,Sim,Armazenamento,10,732.0,7320.0,New York,Estados Unidos,John
2023-12-27,80,Licença Office 365,Não,Software,9,427.0,3843.0,Barcelona,Espanha,María
2024-02-21,50,Mesa,Sim,Móveis,8,459.0,3672.0,Chicago,Estados Unidos,John
2023-05-28,10,Mouse,Não,Periféricos,6,108.0,648.0,Madrid,Espanha,David
2023-11-01,10,Mouse,Não,Periféricos,8,120.0,960.0,Barcelona,Espanha,Carlos
2023-11-26,30,Notebook,Sim,Computadores,4,4200.0,16800.0,Lisboa,Portugal,Miguel
2024-03-16,60,Cadeira,Sim,Móveis,2,312.0,624.0,Lisboa,Portugal,André
2023-11-23,23,Cabo HDMI,Sim,Periféricos,9,48.0,432.0,Los Angeles,Estados Unidos,Alice
2023-09-13,20,Monitor,Não,Monitores,2,928.0,1856.0,Valencia,Espanha,David
2023-06-28,20,Monitor,Sim,Monitores,8,880.0,7040.0,Belo Horizonte,Brasil,Ana
2023-06-09,90,HD SSD,Não,Armazenamento,5,660.0,3300.0,Chicago,Estados Unidos,Alice
2024-01-15,23,Cabo HDMI,Sim,Periféricos,2,40.0,80.0,Los Angeles,Estados Unidos,John
2024-03-01,10,Mouse,Sim,Periféricos,8,104.0,832.0,Madrid,Espanha,Carlos
2024-01-21,10,Mouse,Sim,Periféricos,10,100.0,1000.0,Madrid,Espanha,María
2023-07-20,11,Teclado,Sim,Periféricos,6,168.0,1008.0,Valencia,Espanha,Carlos
2023-09-09,23,Cabo HDMI,Não,Periféricos,6,46.4,278.4,Porto,Portugal,Sofia
2023-08-16,60,Cadeira,Não,Móveis,2,342.0,684.0,São Paulo,Brasil,Ana
2024-01-03,20,Monitor,Sim,Monitores,1,800.0,800.0,New York,Estados Unidos,Bob
2024-01-08,90,HD SSD,Sim,Armazenamento,9,600.0,5400.0,Los Angeles,Estados Unidos,Alice
2024-01-20,96,Placa de Vídeo,Sim,Periféricos,7,2200.0,15400.0,Rio de Janeiro,Brasil,Ana
2023-10-02,96,Placa de Vídeo,Não,Periféricos,9,2596.0,23364.0,Valencia,Espanha,David
2023-09-09,95,Memória,Sim,Armazenamento,5,371.2,1856.0,Barcelona,Espanha,David
2023-11-22,90,HD SSD,Não,Armazenamento,1,720.0,720.0,Lisboa,Portugal,Sofia
2024-02-13,80,Licença Office 365,Não,Software,3,357.0,1071.0,Chicago,Estados Unidos,John
2024-01-25,35,Computador,Não,Computadores,1,2300.0,2300.0,New York,Estados Unidos,Bob
2023-10-14,23,Cabo HDMI,Sim,Periféricos,6,47.2,283.2,Los Angeles,Estados Unidos,Alice
2023-03-21,95,Memória,Sim,Armazenamento,4,332.8,1331.2,Valencia,Espanha,Carlos
2023-05-30,11,Teclado,Sim,Periféricos,6,162.0,972.0,Madrid,Espanha,María
2024-03-04,10,Mouse,Sim,Periféricos,8,104.0,832.0,Rio de Janeiro,Brasil,João
2023-08-02,80,Licença Office 365,Não,Software,2,399.0,798.0,Los Angeles,Estados Unidos,Alice
2023-12-18,96,Placa de Vídeo,Não,Periféricos,4,2684.0,10736.0,Rio de Janeiro,Brasil,Ana
2023-12-17,50,Mesa,Não,Móveis,3,549.0,1647.0,Rio de Janeiro,Brasil,Ana
2023-06-14,10,Mouse,Não,Periféricos,7,110.0,770.0,Los Angeles,Estados Unidos,Alice
2023-12-01,23,Cabo HDMI,Sim,Periféricos,9,48.8,439.2,São Paulo,Brasil,Ana
2024-02-19,11,Teclado,Não,Periféricos,6,153.0,918.0,Rio de Janeiro,Brasil,Carlos
2023-08-09,96,Placa de Vídeo,Sim,Periféricos,7,2508.0,17556.0,Valencia,Espanha,María
2023-07-24,11,Teclado,Sim,Periféricos,1,168.0,168.0,Belo Horizonte,Brasil,Carlos
2023-09-13,23,Cabo HDMI,Sim,Periféricos,8,46.4,371.2,Madrid,Espanha,María
2023-10-16,60,Cadeira,Não,Móveis,9,354.0,3186.0,Barcelona,Espanha,David
2024-03-12,96,Placa de Vídeo,Sim,Periféricos,1,2288.0,2288.0,Valencia,Espanha,David
2023-04-12,70,Licença Windows,Não,Software,6,954.0,5724.0,Chicago,Estados Unidos,John
2023-03-24,30,Notebook,Sim,Computadores,3,3640.0,10920.0,Valencia,Espanha,David
2023-05-23,70,Licença Windows,Não,Software,1,972.0,972.0,Rio de Janeiro,Brasil,João
2023-04-01,95,Memória,Sim,Armazenamento,7,339.2,2374.4,New York,Estados Unidos,Alice
2023-03-27,10,Mouse,Sim,Periféricos,4,104.0,416.0,Lisboa,Portugal,Miguel
2023-09-04,10,Mouse,Sim,Periféricos,6,116.0,696.0,Barcelona,Espanha,María
2024-01-30,90,HD SSD,Sim,Armazenamento,9,600.0,5400.0,Rio de Janeiro,Brasil,Ana
2023-05-05,50,Mesa,Sim,Móveis,4,486.0,1944.0,Madrid,Espanha,David
2024-03-11,20,Monitor,Não,Monitores,10,832.0,8320.0,Los Angeles,Estados Unidos,John
2023-06-08,70,Licença Windows,Não,Software,2,990.0,1980.0,Chicago,Estados Unidos,Alice
2023-12-20,80,Licença Office 365,Sim,Software,9,427.0,3843.0,Rio de Janeiro,Brasil,Carlos
