ID Venda,Data da Venda,Código Produto,Nome Produto,Garantia Extendida,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
528,2023-05-17,30,Notebook,Sim,Computadores,5,3780.0,18900.0,New York,Estados Unidos,Bob
529,2024-02-13,96,Placa de Vídeo,Não,Periféricos,2,2244.0,4488.0,Chicago,Estados Unidos,John
530,2024-01-17,80,Licença Office 365,Não,Software,10,350.0,3500.0,Los Angeles,Estados Unidos,Bob
531,2024-01-18,95,Memória,Não,Armazenamento,10,320.0,3200.0,Coimbra,Portugal,Miguel
532,2023-07-24,10,Mouse,Sim,Periféricos,10,112.0,1120.0,Los Angeles,Estados Unidos,Bob
533,2023-05-09,30,Notebook,Não,Computadores,1,3780.0,3780.0,Los Angeles,Estados Unidos,John
534,2024-02-14,20,Monitor,Não,Monitores,2,816.0,1632.0,Lisboa,Portugal,Miguel
535,2023-05-19,35,Computador,Não,Computadores,7,2484.0,17388.0,Los Angeles,Estados Unidos,John
536,2023-10-20,70,Licença Windows,Sim,Software,9,1062.0,9558.0,Lisboa,Portugal,André
537,2023-03-30,10,Mouse,Não,Periféricos,4,104.0,416.0,Chicago,Estados Unidos,Bob
538,2023-06-06,11,Teclado,Não,Periféricos,10,165.0,1650.0,Barcelona,Espanha,Carlos
539,2023-12-30,11,Teclado,Sim,Periféricos,8,183.0,1464.0,Los Angeles,Estados Unidos,John
540,2023-06-12,23,Cabo HDMI,Sim,Periféricos,4,44.0,176.0,Porto,Portugal,Miguel
541,2023-11-14,80,Licença Office 365,Não,Software,8,420.0,3360.0,Belo Horizonte,Brasil,Ana
542,2023-12-06,60,Cadeira,Sim,Móveis,1,366.0,366.0,New York,Estados Unidos,John
543,2024-03-02,30,Notebook,Não,Computadores,1,3640.0,3640.0,Madrid,Espanha,David
544,2023-10-12,95,Memória,Não,Armazenamento,3,377.6,1132.8,Madrid,Espanha,Carlos
545,2023-12-30,23,Cabo HDMI,Não,Periféricos,1,48.8,48.8,São Paulo,Brasil,João
546,2023-09-23,11,Teclado,Não,Periféricos,4,174.0,696.0,Madrid,Espanha,Carlos
547,2024-03-06,50,Mesa,Sim,Móveis,6,468.0,2808.0,Valencia,Espanha,David
548,2023-11-28,20,Monitor,Não,Monitores,6,960.0,5760.0,Barcelona,Espanha,David
549,2024-01-12,90,HD SSD,Não,Armazenamento,5,600.0,3000.0,Belo Horizonte,Brasil,Ana
550,2024-02-27,10,Mouse,Não,Periféricos,10,102.0,1020.0,Barcelona,Espanha,Carlos
551,2023-05-08,70,Licença Windows,Sim,Software,2,972.0,1944.0,Los Angeles,Estados Unidos,Bob
552,2023-09-21,70,Licença Windows,Sim,Software,6,1044.0,6264.0,Coimbra,Portugal,Miguel
553,2023-04-23,30,Notebook,Não,Computadores,6,3710.0,22260.0,Chicago,Estados Unidos,Bob
554,2023-06-14,20,Monitor,Não,Monitores,10,880.0,8800.0,Los Angeles,Estados Unidos,Alice
555,2024-03-03,90,HD SSD,Sim,Armazenamento,8,624.0,4992.0,New York,Estados Unidos,Alice
556,2023-07-26,35,Computador,Sim,Computadores,1,2576.0,2576.0,Barcelona,Espanha,María
557,2023-04-25,60,Cadeira,Não,Móveis,3,318.0,954.0,Rio de Janeiro,Brasil,Carlos
558,2023-06-24,35,Computador,Sim,Computadores,1,2530.0,2530.0,Rio de Janeiro,Brasil,Ana
559,2023-06-30,80,Licença Office 365,Sim,Software,10,385.0,3850.0,Barcelona,Espanha,María
560,2023-09-01,23,Cabo HDMI,Sim,Periféricos,2,46.4,92.8,Rio de Janeiro,Brasil,Ana
561,2023-12-30,30,Notebook,Não,Computadores,7,4270.0,29890.0,Belo Horizonte,Brasil,João
562,2023-09-18,23,Cabo HDMI,Sim,Periféricos,6,46.4,278.4,Chicago,Estados Unidos,John
563,2023-06-26,10,Mouse,Sim,Periféricos,3,110.0,330.0,Coimbra,Portugal,Sofia
564,2023-09-10,30,Notebook,Não,Computadores,6,4060.0,24360.0,Valencia,Espanha,Carlos
565,2023-11-23,50,Mesa,Sim,Móveis,3,540.0,1620.0,Valencia,Espanha,Carlos
566,2023-11-12,95,Memória,Sim,Armazenamento,3,384.0,1152.0,Los Angeles,Estados Unidos,Alice
567,2023-11-17,23,Cabo HDMI,Sim,Periféricos,9,48.0,432.0,São Paulo,Brasil,Ana
568,2023-06-20,35,Computador,Sim,Computadores,9,2530.0,22770.0,Los Angeles,Estados Unidos,Bob
569,2024-01-30,23,Cabo HDMI,Não,Periféricos,8,40.0,320.0,Rio de Janeiro,Brasil,João
570,2023-09-18,30,Notebook,Não,Computadores,9,4060.0,36540.0,São Paulo,Brasil,João
571,2023-05-17,95,Memória,Não,Armazenamento,6,345.6,2073.6,Barcelona,Espanha,María
572,2024-01-22,70,Licença Windows,Sim,Software,10,900.0,9000.0,Madrid,Espanha,David
573,2023-05-01,70,Licença Windows,Não,Software,7,972.0,6804.0,Lisboa,Portugal,André
574,2024-01-27,80,Licença Office 365,Não,Software,3,350.0,1050.0,Los Angeles,Estados Unidos,Bob
575,2023-06-26,20,Monitor,Não,Monitores,9,880.0,7920.0,Rio de Janeiro,Brasil,Carlos
576,2023-08-13,20,Monitor,Não,Monitores,1,912.0,912.0,Coimbra,Portugal,André
577,2023-05-25,30,Notebook,Sim,Computadores,7,3780.0,26460.0,São Paulo,Brasil,Carlos
578,2023-11-21,95,Memória,Não,Armazenamento,6,384.0,2304.0,São Paulo,Brasil,João
579,2023-12-03,80,Licença Office 365,Não,Software,3,427.0,1281.0,Lisboa,Portugal,Miguel
580,2023-06-03,50,Mesa,Não,Móveis,10,495.0,4950.0,Chicago,Estados Unidos,Alice
581,2023-10-05,10,Mouse,Não,Periféricos,7,118.0,826.0,Belo Horizonte,Brasil,João
582,2023-06-30,90,HD SSD,Não,Armazenamento,1,660.0,660.0,Belo Horizonte,Brasil,Ana
583,2023-10-02,23,Cabo HDMI,Sim,Periféricos,3,47.2,141.6,Coimbra,Portugal,Miguel
584,2023-12-24,95,Memória,Não,Armazenamento,9,390.4,3513.6,Chicago,Estados Unidos,John
585,2024-01-05,35,Computador,Não,Computadores,5,2300.0,11500.0,São Paulo,Brasil,João
586,2023-08-01,30,Notebook,Sim,Computadores,4,3990.0,15960.0,Barcelona,Espanha,Carlos
587,2024-02-23,95,Memória,Sim,Armazenamento,6,326.4,1958.4,Belo Horizonte,Brasil,Ana
588,2024-01-22,23,Cabo HDMI,Sim,Periféricos,3,40.0,120.0,Coimbra,Portugal,Sofia
589,2023-08-29,20,Monitor,Não,Monitores,8,912.0,7296.0,Barcelona,Espanha,Carlos
590,2024-01-28,60,Cadeira,Não,Móveis,3,300.0,900.0,Lisboa,Portugal,Sofia
591,2023-09-24,60,Cadeira,Sim,Móveis,8,348.0,2784.0,New York,Estados Unidos,Bob
592,2024-02-25,23,Cabo HDMI,Sim,Periféricos,6,40.8,244.8,São Paulo,Brasil,João
593,2023-05-28,60,Cadeira,Não,Móveis,4,324.0,1296.0,Coimbra,Portugal,André
594,2023-12-03,20,Monitor,Sim,Monitores,7,976.0,6832.0,São Paulo,Brasil,João
595,2023-07-15,35,Computador,Não,Computadores,10,2576.0,25760.0,Rio de Janeiro,Brasil,Ana
596,2024-03-05,95,Memória,Sim,Armazenamento,6,332.8,1996.8,Belo Horizonte,Brasil,Carlos
597,2023-08-06,23,Cabo HDMI,Sim,Periféricos,9,45.6,410.4,Rio de Janeiro,Brasil,Carlos
598,2023-10-17,11,Teclado,Sim,Periféricos,5,177.0,885.0,Los Angeles,Estados Unidos,Alice
599,2023-06-24,11,Teclado,Não,Periféricos,4,165.0,660.0,New York,Estados Unidos,John
600,2024-02-15,80,Licença Office 365,Não,Software,5,357.0,1785.0,Porto,Portugal,André
601,2023-04-21,11,Teclado,Sim,Periféricos,4,159.0,636.0,Valencia,Espanha,María
602,2023-06-04,70,Licença Windows,Não,Software,10,990.0,9900.0,São Paulo,Brasil,Carlos
603,2023-09-25,11,Teclado,Não,Periféricos,1,174.0,174.0,Valencia,Espanha,María
604,2023-06-14,10,Mouse,Sim,Periféricos,3,110.0,330.0,Madrid,Espanha,María
605,2023-05-16,90,HD SSD,Sim,Armazenamento,7,648.0,4536.0,New York,Estados Unidos,Bob
606,2023-05-20,20,Monitor,Sim,Monitores,9,864.0,7776.0,New York,Estados Unidos,Bob
607,2023-08-30,30,Notebook,Não,Computadores,3,3990.0,11970.0,Chicago,Estados Unidos,John
608,2023-10-19,90,HD SSD,Sim,Armazenamento,1,708.0,708.0,New York,Estados Unidos,Alice
609,2023-10-24,50,Mesa,Não,Móveis,10,531.0,5310.0,São Paulo,Brasil,João
610,2023-10-03,20,Monitor,Sim,Monitores,1,944.0,944.0,Lisboa,Portugal,Miguel
611,2023-05-06,35,Computador,Não,Computadores,1,2484.0,2484.0,Los Angeles,Estados Unidos,John
612,2024-01-05,20,Monitor,Não,Monitores,5,800.0,4000.0,Belo Horizonte,Brasil,João
613,2023-12-14,10,Mouse,Não,Periféricos,9,122.0,1098.0,Los Angeles,Estados Unidos,Alice
614,2023-09-22,35,Computador,Não,Computadores,8,2668.0,21344.0,Lisboa,Portugal,Miguel
615,2024-03-09,96,Placa de Vídeo,Sim,Periféricos,2,2288.0,4576.0,Lisboa,Portugal,Miguel
616,2023-07-11,35,Computador,Sim,Computadores,3,2576.0,7728.0,New York,Estados Unidos,Alice
617,2023-06-24,10,Mouse,Sim,Periféricos,7,110.0,770.0,Barcelona,Espanha,Carlos
618,2023-05-04,11,Teclado,Sim,Periféricos,3,162.0,486.0,Los Angeles,Estados Unidos,John
619,2023-08-24,23,Cabo HDMI,Sim,Periféricos,10,45.6,456.0,Porto,Portugal,Miguel
620,2023-07-16,23,Cabo HDMI,Não,Periféricos,3,44.8,134.4,Lisboa,Portugal,André
621,2024-02-26,96,Placa de Vídeo,Não,Periféricos,7,2244.0,15708.0,New York,Estados Unidos,John
622,2023-12-21,20,Monitor,Não,Monitores,5,976.0,4880.0,Belo Horizonte,Brasil,Carlos
623,2023-05-13,11,Teclado,Sim,Periféricos,2,162.0,324.0,Coimbra,Portugal,André
624,2024-02-11,30,Notebook,Sim,Computadores,1,3570.0,3570.0,Chicago,Estados Unidos,Alice
625,2023-05-29,96,Placa de Vídeo,Sim,Periféricos,6,2376.0,14256.0,Madrid,Espanha,María
626,2024-03-02,95,Memória,Não,Armazenamento,9,332.8,2995.2,Madrid,Espanha,María
627,2023-11-12,90,HD SSD,Sim,Armazenamento,10,720.0,7200.0,Valencia,Espanha,David
628,2023-05-30,80,Licença Office 365,Não,Software,5,378.0,1890.0,New York,Estados Unidos,Bob
629,2023-07-10,23,Cabo HDMI,Não,Periféricos,9,44.8,403.2,Madrid,Espanha,Carlos
630,2023-03-27,11,Teclado,Não,Periféricos,9,156.0,1404.0,Barcelona,Espanha,David
631,2024-02-18,11,Teclado,Sim,Periféricos,4,153.0,612.0,Madrid,Espanha,María
632,2023-07-06,10,Mouse,Não,Periféricos,9,112.0,1008.0,Rio de Janeiro,Brasil,Ana
633,2023-07-11,70,Licença Windows,Não,Software,9,1008.0,9072.0,Rio de Janeiro,Brasil,Carlos
634,2023-09-27,96,Placa de Vídeo,Não,Periféricos,1,2552.0,2552.0,Belo Horizonte,Brasil,Ana
635,2023-10-30,80,Licença Office 365,Sim,Software,2,413.0,826.0,Coimbra,Portugal,André
636,2023-10-29,80,Licença Office 365,Sim,Software,10,413.0,4130.0,New York,Estados Unidos,Alice
637,2023-06-08,23,Cabo HDMI,Não,Periféricos,4,44.0,176.0,Chicago,Estados Unidos,John
638,2024-03-19,90,HD SSD,Não,Armazenamento,1,624.0,624.0,Rio de Janeiro,Brasil,Ana
639,2023-04-13,35,Computador,Sim,Computadores,2,2438.0,4876.0,Chicago,Estados Unidos,Bob
640,2024-03-01,50,Mesa,Não,Móveis,1,468.0,468.0,New York,Estados Unidos,Alice
641,2023-11-11,95,Memória,Não,Armazenamento,6,384.0,2304.0,New York,Estados Unidos,Bob
642,2023-06-22,80,Licença Office 365,Não,Software,7,385.0,2695.0,Belo Horizonte,Brasil,João
643,2023-10-18,35,Computador,Sim,Computadores,8,2714.0,21712.0,Lisboa,Portugal,André
644,2023-12-03,95,Memória,Não,Armazenamento,7,390.4,2732.8,Los Angeles,Estados Unidos,Bob
645,2024-01-22,96,Placa de Vídeo,Não,Periféricos,10,2200.0,22000.0,Rio de Janeiro,Brasil,Ana
646,2023-06-26,80,Licença Office 365,Não,Software,6,385.0,2310.0,New York,Estados Unidos,John
647,2023-07-21,50,Mesa,Não,Móveis,8,504.0,4032.0,Valencia,Espanha,David
648,2024-02-04,11,Teclado,Sim,Periféricos,2,153.0,306.0,São Paulo,Brasil,João
649,2024-03-01,23,Cabo HDMI,Não,Periféricos,2,41.6,83.2,Madrid,Espanha,María
650,2024-02-05,23,Cabo HDMI,Não,Periféricos,5,40.8,204.0,New York,Estados Unidos,John
651,2024-02-04,20,Monitor,Não,Monitores,7,816.0,5712.0,Porto,Portugal,Miguel
652,2023-08-08,20,Monitor,Sim,Monitores,2,912.0,1824.0,Chicago,Estados Unidos,Bob
653,2023-06-24,20,Monitor,Não,Monitores,6,880.0,5280.0,Madrid,Espanha,María
654,2023-10-20,30,Notebook,Não,Computadores,2,4130.0,8260.0,Valencia,Espanha,María
655,2024-01-28,95,Memória,Sim,Armazenamento,3,320.0,960.0,New York,Estados Unidos,Bob
656,2024-03-05,95,Memória,Não,Armazenamento,10,332.8,3328.0,Rio de Janeiro,Brasil,Ana
657,2023-05-11,30,Notebook,Não,Computadores,3,3780.0,11340.0,Valencia,Espanha,María
658,2023-04-17,23,Cabo HDMI,Sim,Periféricos,10,42.4,424.0,New York,Estados Unidos,Bob
659,2023-08-06,11,Teclado,Sim,Periféricos,1,171.0,171.0,Chicago,Estados Unidos,John
660,2023-05-11,95,Memória,Sim,Armazenamento,7,345.6,2419.2,Madrid,Espanha,Carlos
661,2023-12-29,11,Teclado,Não,Periféricos,3,183.0,549.0,Lisboa,Portugal,André
662,2024-02-02,11,Teclado,Não,Periféricos,10,153.0,1530.0,Chicago,Estados Unidos,Alice
663,2023-06-10,90,HD SSD,Sim,Armazenamento,5,660.0,3300.0,Coimbra,Portugal,Sofia
664,2023-09-15,50,Mesa,Não,Móveis,1,522.0,522.0,Coimbra,Portugal,Sofia
665,2023-07-13,35,Computador,Sim,Computadores,5,2576.0,12880.0,Madrid,Espanha,Carlos
666,2023-08-05,11,Teclado,Não,Periféricos,9,171.0,1539.0,New York,Estados Unidos,Bob
667,2023-04-04,23,Cabo HDMI,Sim,Periféricos,2,42.4,84.8,Los Angeles,Estados Unidos,John
668,2023-08-25,60,Cadeira,Não,Móveis,10,342.0,3420.0,Valencia,Espanha,David
669,2023-11-17,96,Placa de Vídeo,Sim,Periféricos,9,2640.0,23760.0,Valencia,Espanha,María
670,2024-02-15,23,Cabo HDMI,Não,Periféricos,7,40.8,285.6,Madrid,Espanha,David
671,2024-01-29,50,Mesa,Sim,Móveis,3,450.0,1350.0,Barcelona,Espanha,Carlos
672,2024-01-15,23,Cabo HDMI,Não,Periféricos,10,40.0,400.0,Rio de Janeiro,Brasil,Ana
673,2024-03-01,50,Mesa,Não,Móveis,5,468.0,2340.0,Rio de Janeiro,Brasil,Ana
674,2024-01-19,96,Placa de Vídeo,Sim,Periféricos,10,2200.0,22000.0,Valencia,Espanha,David
675,2023-11-18,60,Cadeira,Sim,Móveis,10,360.0,3600.0,Los Angeles,Estados Unidos,Bob
676,2023-04-22,30,Notebook,Não,Computadores,4,3710.0,14840.0,Valencia,Espanha,María
677,2024-01-19,10,Mouse,Não,Periféricos,3,100.0,300.0,Belo Horizonte,Brasil,Ana
678,2024-02-23,90,HD SSD,Não,Armazenamento,3,612.0,1836.0,Valencia,Espanha,Carlos
679,2023-09-04,30,Notebook,Sim,Computadores,10,4060.0,40600.0,Los Angeles,Estados Unidos,Bob
680,2023-08-20,95,Memória,Não,Armazenamento,8,364.8,2918.4,Chicago,Estados Unidos,John
681,2023-04-13,90,HD SSD,Sim,Armazenamento,7,636.0,4452.0,Los Angeles,Estados Unidos,Alice
682,2023-09-07,90,HD SSD,Não,Armazenamento,5,696.0,3480.0,Porto,Portugal,André
683,2023-05-10,60,Cadeira,Sim,Móveis,10,324.0,3240.0,Valencia,Espanha,David
684,2024-02-08,96,Placa de Vídeo,Sim,Periféricos,8,2244.0,17952.0,Barcelona,Espanha,María
685,2023-09-23,50,Mesa,Sim,Móveis,7,522.0,3654.0,New York,Estados Unidos,John
686,2024-03-08,60,Cadeira,Sim,Móveis,6,312.0,1872.0,Porto,Portugal,Miguel
687,2024-01-07,35,Computador,Não,Computadores,6,2300.0,13800.0,Belo Horizonte,Brasil,Ana
688,2023-10-14,10,Mouse,Sim,Periféricos,9,118.0,1062.0,São Paulo,Brasil,Ana
689,2024-03-16,60,Cadeira,Não,Móveis,7,312.0,2184.0,São Paulo,Brasil,João
690,2023-08-15,30,Notebook,Sim,Computadores,8,3990.0,31920.0,Barcelona,Espanha,Carlos
691,2023-10-09,95,Memória,Sim,Armazenamento,10,377.6,3776.0,Coimbra,Portugal,Miguel
692,2023-09-30,23,Cabo HDMI,Não,Periféricos,3,46.4,139.2,Porto,Portugal,Miguel
693,2023-08-17,95,Memória,Sim,Armazenamento,10,364.8,3648.0,Madrid,Espanha,David
694,2023-05-24,96,Placa de Vídeo,Não,Periféricos,7,2376.0,16632.0,Belo Horizonte,Brasil,Carlos
695,2023-07-06,11,Teclado,Sim,Periféricos,9,168.0,1512.0,Chicago,Estados Unidos,Bob
696,2023-06-06,11,Teclado,Sim,Periféricos,6,165.0,990.0,Chicago,Estados Unidos,Alice
697,2024-03-08,80,Licença Office 365,Sim,Software,3,364.0,1092.0,Valencia,Espanha,Carlos
698,2024-02-05,35,Computador,Não,Computadores,5,2346.0,11730.0,Valencia,Espanha,María
699,2023-07-26,20,Monitor,Sim,Monitores,6,896.0,5376.0,Rio de Janeiro,Brasil,Carlos
700,2023-04-04,50,Mesa,Não,Móveis,2,477.0,954.0,Barcelona,Espanha,María
701,2023-03-30,95,Memória,Não,Armazenamento,9,332.8,2995.2,Madrid,Espanha,David
702,2023-07-16,10,Mouse,Não,Periféricos,10,112.0,1120.0,New York,Estados Unidos,John
703,2023-07-31,80,Licença Office 365,Sim,Software,1,392.0,392.0,Madrid,Espanha,Carlos
704,2023-12-20,96,Placa de Vídeo,Não,Periféricos,1,2684.0,2684.0,Rio de Janeiro,Brasil,Ana
705,2023-07-04,95,Memória,Não,Armazenamento,1,358.4,358.4,Los Angeles,Estados Unidos,Bob
706,2024-01-06,50,Mesa,Não,Móveis,2,450.0,900.0,Madrid,Espanha,María
707,2024-02-09,96,Placa de Vídeo,Não,Periféricos,6,2244.0,13464.0,Porto,Portugal,Miguel
708,2023-10-11,10,Mouse,Não,Periféricos,1,118.0,118.0,São Paulo,Brasil,Carlos
709,2023-09-26,95,Memória,Sim,Armazenamento,2,371.2,742.4,Belo Horizonte,Brasil,Carlos
710,2023-07-12,23,Cabo HDMI,Sim,Periféricos,7,44.8,313.6,Chicago,Estados Unidos,Alice
711,2023-08-31,70,Licença Windows,Sim,Software,9,1026.0,9234.0,Rio de Janeiro,Brasil,Carlos
712,2024-02-19,30,Notebook,Não,Computadores,3,3570.0,10710.0,Madrid,Espanha,María
713,2023-09-22,95,Memória,Não,Armazenamento,2,371.2,742.4,Belo Horizonte,Brasil,Carlos
714,2023-11-23,60,Cadeira,Não,Móveis,3,360.0,1080.0,Belo Horizonte,Brasil,Carlos
715,2023-11-18,50,Mesa,Não,Móveis,9,540.0,4860.0,Chicago,Estados Unidos,Bob
716,2023-04-13,10,Mouse,Sim,Periféricos,5,106.0,530.0,Chicago,Estados Unidos,John
717,2024-01-15,96,Placa de Vídeo,Não,Periféricos,3,2200.0,6600.0,Valencia,Espanha,María
718,2023-07-15,70,Licença Windows,Sim,Software,6,1008.0,6048.0,Coimbra,Portugal,Miguel
719,2023-08-11,30,Notebook,Não,Computadores,1,3990.0,3990.0,Barcelona,Espanha,Carlos
720,2023-12-29,80,Licença Office 365,Sim,Software,1,427.0,427.0,Porto,Portugal,Miguel
721,2023-05-24,35,Computador,Sim,Computadores,4,2484.0,9936.0,Belo Horizonte,Brasil,Ana
722,2023-10-20,60,Cadeira,Sim,Móveis,4,354.0,1416.0,Chicago,Estados Unidos,John
723,2023-12-20,80,Licença Office 365,Sim,Software,1,427.0,427.0,Lisboa,Portugal,André
724,2023-06-03,35,Computador,Não,Computadores,5,2530.0,12650.0,New York,Estados Unidos,Bob
725,2024-01-07,95,Memória,Não,Armazenamento,3,320.0,960.0,Barcelona,Espanha,Carlos
726,2023-04-16,11,Teclado,Não,Periféricos,5,159.0,795.0,Chicago,Estados Unidos,John
727,2023-08-15,60,Cadeira,Não,Móveis,6,342.0,2052.0,Madrid,Espanha,María
728,2023-12-02,10,Mouse,Sim,Periféricos,2,122.0,244.0,Valencia,Espanha,María
729,2023-04-09,70,Licença Windows,Não,Software,9,954.0,8586.0,New York,Estados Unidos,Alice
730,2023-06-18,96,Placa de Vídeo,Não,Periféricos,5,2420.0,12100.0,New York,Estados Unidos,Bob
731,2023-09-24,96,Placa de Vídeo,Sim,Periféricos,3,2552.0,7656.0,Porto,Portugal,André
732,2023-10-10,90,HD SSD,Não,Armazenamento,5,708.0,3540.0,New York,Estados Unidos,Bob
733,2024-02-12,20,Monitor,Não,Monitores,9,816.0,7344.0,Belo Horizonte,Brasil,Ana
734,2023-06-25,95,Memória,Não,Armazenamento,3,352.0,1056.0,Coimbra,Portugal,Miguel
735,2023-07-13,23,Cabo HDMI,Não,Periféricos,1,44.8,44.8,São Paulo,Brasil,Carlos
736,2023-07-16,80,Licença Office 365,Não,Software,3,392.0,1176.0,Porto,Portugal,Sofia
737,2023-10-15,11,Teclado,Sim,Periféricos,1,177.0,177.0,Barcelona,Espanha,David
738,2023-06-04,10,Mouse,Não,Periféricos,10,110.0,1100.0,Chicago,Estados Unidos,John
739,2024-01-02,90,HD SSD,Sim,Armazenamento,1,600.0,600.0,Rio de Janeiro,Brasil,Carlos
740,2023-09-07,95,Memória,Sim,Armazenamento,4,371.2,1484.8,Madrid,Espanha,Carlos
741,2023-06-12,90,HD SSD,Sim,Armazenamento,7,660.0,4620.0,Los Angeles,Estados Unidos,Alice
742,2024-01-27,70,Licença Windows,Sim,Software,9,900.0,8100.0,Lisboa,Portugal,André
743,2023-11-03,80,Licença Office 365,Sim,Software,9,420.0,3780.0,Coimbra,Portugal,Miguel
744,2023-12-24,95,Memória,Não,Armazenamento,8,390.4,3123.2,New York,Estados Unidos,Alice
745,2023-08-29,35,Computador,Não,Computadores,7,2622.0,18354.0,Porto,Portugal,André
746,2023-10-10,60,Cadeira,Não,Móveis,2,354.0,708.0,Coimbra,Portugal,André
747,2024-02-11,70,Licença Windows,Sim,Software,2,918.0,1836.0,Belo Horizonte,Brasil,Ana
748,2023-04-18,30,Notebook,Sim,Computadores,3,3710.0,11130.0,New York,Estados Unidos,John
749,2024-03-17,95,Memória,Não,Armazenamento,3,332.8,998.4,Valencia,Espanha,David
750,2023-07-04,70,Licença Windows,Sim,Software,1,1008.0,1008.0,Valencia,Espanha,María
751,2023-05-20,23,Cabo HDMI,Sim,Periféricos,1,43.2,43.2,São Paulo,Brasil,Carlos
752,2023-12-12,23,Cabo HDMI,Não,Periféricos,6,48.8,292.8,Belo Horizonte,Brasil,Ana
753,2023-05-31,10,Mouse,Sim,Periféricos,8,108.0,864.0,Barcelona,Espanha,Carlos
754,2023-11-18,95,Memória,Não,Armazenamento,3,384.0,1152.0,Belo Horizonte,Brasil,João
755,2023-10-06,11,Teclado,Sim,Periféricos,3,177.0,531.0,Rio de Janeiro,Brasil,Ana
756,2023-04-10,95,Memória,Sim,Armazenamento,7,339.2,2374.4,Rio de Janeiro,Brasil,Ana
757,2024-03-07,10,Mouse,Não,Periféricos,5,104.0,520.0,Madrid,Espanha,Carlos
758,2023-05-24,80,Licença Office 365,Não,Software,1,378.0,378.0,São Paulo,Brasil,Ana
759,2023-10-04,11,Teclado,Sim,Periféricos,6,177.0,1062.0,Los Angeles,Estados Unidos,Alice
760,2023-05-22,70,Licença Windows,Não,Software,4,972.0,3888.0,Rio de Janeiro,Brasil,Carlos
761,2023-08-30,20,Monitor,Não,Monitores,4,912.0,3648.0,Los Angeles,Estados Unidos,John
762,2023-12-10,10,Mouse,Sim,Periféricos,3,122.0,366.0,Chicago,Estados Unidos,Bob
763,2023-11-13,95,Memória,Não,Armazenamento,4,384.0,1536.0,Lisboa,Portugal,Sofia
764,2023-05-19,96,Placa de Vídeo,Sim,Periféricos,9,2376.0,21384.0,New York,Estados Unidos,Alice
765,2023-11-23,90,HD SSD,Não,Armazenamento,10,720.0,7200.0,Coimbra,Portugal,Sofia
766,2024-01-07,50,Mesa,Não,Móveis,7,450.0,3150.0,Porto,Portugal,André
767,2023-04-19,80,Licença Office 365,Sim,Software,7,371.0,2597.0,Porto,Portugal,Sofia
768,2023-04-16,95,Memória,Sim,Armazenamento,5,339.2,1696.0,Valencia,Espanha,Carlos
769,2023-09-10,96,Placa de Vídeo,Não,Periféricos,9,2552.0,22968.0,Lisboa,Portugal,André
770,2023-07-16,10,Mouse,Sim,Periféricos,5,112.0,560.0,Rio de Janeiro,Brasil,João
771,2024-02-28,90,HD SSD,Sim,Armazenamento,6,612.0,3672.0,Porto,Portugal,Sofia
772,2023-08-08,50,Mesa,Sim,Móveis,1,513.0,513.0,São Paulo,Brasil,João
773,2023-07-06,80,Licença Office 365,Sim,Software,1,392.0,392.0,Porto,Portugal,Sofia
774,2024-02-25,60,Cadeira,Sim,Móveis,2,306.0,612.0,São Paulo,Brasil,Ana
775,2023-11-30,70,Licença Windows,Sim,Software,9,1080.0,9720.0,Lisboa,Portugal,André
776,2023-09-24,11,Teclado,Sim,Periféricos,3,174.0,522.0,New York,Estados Unidos,Alice
777,2023-07-03,80,Licença Office 365,Não,Software,6,392.0,2352.0,Valencia,Espanha,David
778,2023-11-14,10,Mouse,Sim,Periféricos,1,120.0,120.0,Rio de Janeiro,Brasil,Ana
779,2023-08-03,96,Placa de Vídeo,Não,Periféricos,8,2508.0,20064.0,New York,Estados Unidos,John
780,2023-11-15,10,Mouse,Não,Periféricos,2,120.0,240.0,Porto,Portugal,André
781,2023-05-02,70,Licença Windows,Sim,Software,4,972.0,3888.0,Chicago,Estados Unidos,Bob
782,2023-04-16,70,Licença Windows,Não,Software,9,954.0,8586.0,Los Angeles,Estados Unidos,Alice
783,2024-02-16,50,Mesa,Não,Móveis,1,459.0,459.0,Valencia,Espanha,David
784,2023-03-24,10,Mouse,Não,Periféricos,1,104.0,104.0,Valencia,Espanha,María
785,2023-09-27,11,Teclado,Sim,Periféricos,9,174.0,1566.0,Rio de Janeiro,Brasil,João
786,2023-04-06,90,HD SSD,Sim,Armazenamento,7,636.0,4452.0,São Paulo,Brasil,Ana
787,2023-07-29,50,Mesa,Sim,Móveis,3,504.0,1512.0,Madrid,Espanha,María
788,2023-12-10,11,Teclado,Não,Periféricos,1,183.0,183.0,Coimbra,Portugal,Sofia
789,2023-07-13,60,Cadeira,Não,Móveis,5,336.0,1680.0,Rio de Janeiro,Brasil,Carlos
790,2024-02-26,20,Monitor,Não,Monitores,9,816.0,7344.0,Chicago,Estados Unidos,Alice
791,2023-04-04,11,Teclado,Não,Periféricos,10,159.0,1590.0,Chicago,Estados Unidos,Alice
792,2023-06-26,70,Licença Windows,Não,Software,2,990.0,1980.0,Madrid,Espanha,David
793,2023-07-12,70,Licença Windows,Não,Software,2,1008.0,2016.0,Valencia,Espanha,María
